station_id,time,PM25_AQI_value,PM10_AQI_value,NO2_AQI_value,temperature,pressure,humidity,wind,weather
2004,8/26/2013 12:12:00 AM,67,34,14,27,1008,89,0,4
2004,8/26/2013 1:12:00 AM,67,34,14,26,1007,88,0,4
2004,8/26/2013 2:12:00 AM,72,30,13,26,1007,88,2,4
2004,8/26/2013 3:12:00 AM,80,30,8,27,1007,88,0,4
2004,8/26/2013 4:12:00 AM,76,30,8,27,1007,88,1,4
2004,8/26/2013 5:12:00 AM,77,38,15,26,1007,89,0,4
2004,8/26/2013 6:12:00 AM,87,37,21,26,1007,87,0,4
2004,8/26/2013 7:12:00 AM,78,27,13,26,1008,82,0,4
2004,8/26/2013 8:12:00 AM,61,20,11,26,1008,77,0,4
2004,8/26/2013 9:12:00 AM,56,26,20,26,1008,80,1,4
2004,8/26/2013 10:11:00 AM,63,28,24,26,1009,82,2,4
2004,8/26/2013 11:11:00 AM,75,38,24,27,1009,77,1,4
2004,8/26/2013 12:11:00 PM,67,24,18,27,1009,81,1,4
2004,8/26/2013 1:11:00 PM,59,32,12,28,1008,77,3,4
2004,8/26/2013 2:11:00 PM,64,34,9,28,1008,77,5,4
2004,8/26/2013 3:11:00 PM,64,34,9,28,1008,77,5,4
2004,8/26/2013 4:11:00 PM,92,35,10,28,1007,61,3,4
2004,8/26/2013 5:11:00 PM,86,30,11,28,1008,60,5,4
2004,8/26/2013 6:11:00 PM,81,52,15,28,1008,71,2,3
2004,8/26/2013 7:20:00 PM,91,54,17,27,1008,72,1,3
2004,8/26/2013 8:11:00 PM,90,46,19,27,1008,77,1,3
2004,8/26/2013 9:12:00 PM,93,53,21,27,1009,78,1,3
2004,8/26/2013 10:11:00 PM,88,42,15,26,1009,77,0,3
2004,8/26/2013 11:11:00 PM,78,43,20,26,1009,76,2,3
2004,8/27/2013 12:11:00 AM,88,48,25,26,1009,78,2,3
2004,8/27/2013 1:11:00 AM,100,51,24,26,1009,78,0,3
2004,8/27/2013 2:11:00 AM,105,50,21,26,1009,79,0,3
2004,8/27/2013 3:11:00 AM,108,47,15,26,1008,80,3,3
2004,8/27/2013 4:11:00 AM,111,44,16,26,1009,80,1,3
2004,8/27/2013 5:11:00 AM,114,48,17,26,1009,81,0,3
2004,8/27/2013 6:11:00 AM,113,41,16,26,1009,81,1,3
2004,8/27/2013 7:11:00 AM,118,47,19,26,1010,82,0,3
2004,8/27/2013 8:11:00 AM,115,53,22,27,1010,79,8,4
2004,8/27/2013 9:11:00 AM,101,45,16,27,1010,75,0,4
2004,8/27/2013 10:11:00 AM,89,41,15,28,1010,73,1,4
2004,8/27/2013 11:11:00 AM,91,44,10,29,1011,72,2,4
2004,8/27/2013 12:11:00 PM,88,42,8,29,1010,71,0,1
2004,8/27/2013 1:11:00 PM,80,45,9,29,1010,74,0,1
2004,8/27/2013 2:11:00 PM,88,50,9,29,1010,72,0,1
2004,8/27/2013 3:11:00 PM,91,42,9,29,1009,75,0,1
